O3	O3	Temperature	Temperature	CO	CO	CO2	CO2
51064984	0.13	27.64	23.4	553.11	5.38	2.31	396.77
51064984	0.13	31.83	23.39	553.11	5.37	2.74	396.97
51064984	0.12	34.41	23.39	555.58	5.51	2.3	396.62
51064984	0.08	22.16	23.4	568.19	5.5	2.62	396.77
51064984	0.13	35.7	23.37	573.37	5.48	2.3	396.77
434.17	0.13	22.48	23.35	536.36	5.39	2.31	396.57
51064984	0	22.8	23.38	570.77	5.4	2.5	396.72
2934.36	0.12	22.8	23.36	527.17	5.34	2.31	396.67
51064984	0.05	24.41	23.34	553.11	5.45	2.34	396.57
51064984	0.08	24.74	23.35	575.99	5.25	2.3	396.72
2512.27	0.05	21.83	23.3	581.29	5.39	2.3	396.67
51064984	0.19	25.38	23.29	560.56	5.23	2.31	396.62
51064984	0.06	23.45	23.29	583.97	5.34	2.32	396.72
51064984	0.1	24.41	23.29	583.97	5.46	2.32	396.52
51064984	-0.03	24.41	23.29	575.99	5.38	2.62	396.52
51064984	0.06	22.16	23.3	573.37	5.22	2.69	396.57
51064984	0.12	22.16	23.32	541.06	5.21	2.32	396.52
51064984	0.09	23.77	23.25	573.37	5.3	2.68	396.47
51064984	0.03	22.8	23.19	555.58	5.39	2.3	396.57
51064984	0.03	22.8	23.2	570.77	5.46	2.32	396.52
51064984	0.15	23.45	23.14	589.4	5.25	2.3	396.52
1949.47	0.1	24.74	23.14	603.36	5.42	2.31	396.57
51064984	0.15	22.16	23.12	592.15	5.41	2.31	396.47
1949.47	0.09	25.06	23.17	603.36	5.37	2.59	396.47
51064984	0.16	29.9	23.15	603.36	5.4	2.31	396.57
51064984	0.14	35.38	23.14	600.52	5.36	2.31	396.52
51064984	0.09	34.41	23.1	570.77	5.48	2.31	396.52
51064984	0.1	21.83	23.06	570.77	5.43	2.31	396.47
1752.48	0.17	21.83	23.09	620.87	5.41	2.31	396.47
51064984	0.1	24.41	23.06	578.63	5.43	2.32	396.47
51064984	0.05	26.03	23.07	614.94	5.17	2.32	396.52
551.49	0.09	21.83	23.06	623.88	5.4	2.45	396.47
51064984	0.06	33.45	23.09	626.9	5.45	2.3	396.42
51064984	0.04	25.38	23.04	623.88	5.45	2.31	396.47
51064984	0.16	36.03	23.03	617.89	5.27	2.67	396.47
750.42	0.15	24.74	23.04	626.9	5.32	2.41	396.52
51064984	0	27.64	23.05	617.89	5.43	2.63	396.52
51064984	0.02	33.77	23.07	568.19	5.31	2.32	396.52
1087.66	0.07	33.45	23.12	603.36	5.53	2.78	396.47
51064984	0.11	32.48	23.12	600.52	5.5	2.3	396.47
51064984	0.1	23.77	23.05	581.29	5.54	2.75	396.47
51064984	0.07	25.38	23.05	589.4	5.47	2.31	396.47
51064984	0.12	32.16	23.06	565.63	5.48	2.32	396.47
51064984	0.12	24.74	23.04	589.4	5.25	2.34	396.47
51064984	0.13	36.03	23.02	609.1	5.42	2.3	396.47
51064984	0.18	23.45	23.01	612.01	5.4	2.32	396.52
51064984	0.02	27.96	23.01	606.22	5.41	2.32	396.52
51064984	0.07	26.35	22.98	614.94	5.32	2.64	396.52
51064984	0.11	31.83	22.94	609.1	5.32	2.65	396.47
51064984	0.06	22.16	22.94	594.92	5.47	2.58	396.47
17703.18	0.08	27	22.88	620.87	5.33	2.32	396.47
688.75	0.1	27.64	22.86	612.01	5.51	2.31	396.42
51064984	0.08	22.8	22.84	617.89	5.47	2.47	396.42
51064984	0.1	25.7	22.85	614.94	5.35	2.58	396.47
51064984	0.05	25.7	22.86	617.89	5.29	2.49	396.47
51064984	0.02	25.38	22.92	623.88	5.55	2.77	396.57
51064984	0.06	25.06	22.9	614.94	5.54	2.49	396.57
51064984	0.05	34.74	22.88	623.88	5.56	2.32	396.47
5888.81	0.12	25.7	22.87	626.9	5.39	2.31	396.52
51064984	0.14	31.51	22.82	639.28	5.65	2.31	396.47
51064984	0.08	22.16	22.81	609.1	5.36	2.43	396.52
1949.47	-0.02	30.54	22.8	614.94	5.58	2.3	396.47
4411.63	0.09	25.38	22.7	642.44	5.42	2.32	396.47
51064984	0.09	23.77	22.7	626.9	5.6	2.3	396.47
51064984	0.14	24.41	22.71	620.87	5.47	2.31	396.47
51064984	0.03	25.06	22.64	620.87	5.66	2.31	396.47
51064984	0.14	23.77	22.7	614.94	5.47	2.3	396.47
51064984	0.06	35.38	22.72	612.01	5.61	2.32	396.47
1949.47	0.08	22.16	22.8	623.88	5.35	2.3	396.47
51064984	0.14	32.8	22.73	623.88	5.45	2.77	396.42
51064984	0.14	23.77	22.76	609.1	5.48	2.31	396.47
51064984	0.07	29.25	22.78	583.97	5.42	2.31	396.47
4411.63	0.07	28.29	22.82	570.77	5.56	2.3	396.42
51064984	0.05	21.83	22.84	600.52	5.54	2.31	396.52
51064984	0.14	26.35	22.79	600.52	5.64	2.31	396.47
51064984	0.1	23.77	22.75	558.06	5.43	2.31	396.47
1022.48	0.08	21.51	22.77	583.97	5.66	2.31	396.47
51064984	0.15	23.45	22.73	555.58	5.48	2.3	396.47
51064984	0.18	26.35	22.81	617.89	5.64	2.31	396.52
17703.18	0.09	21.83	22.92	609.1	5.15	2.29	421.81
51064984	0.1	22.8	22.64	603.36	5.17	2.39	421.71
51064984	0.12	27	22.65	623.88	5.35	2.31	396.52
2934.36	0.12	24.41	22.62	612.01	5.41	2.31	421.71
51064984	0.09	29.58	22.65	597.71	5.28	2.29	421.71
51064984	0.11	23.12	22.71	589.4	5.36	2.31	421.71
51064984	0.06	23.12	22.77	568.19	5.56	2.68	421.71
51064984	0.06	22.8	22.7	594.92	5.41	2.31	421.71
17703.18	0.2	23.77	22.61	583.97	5.64	2.6	396.42
51064984	0.1	35.7	22.63	581.29	5.43	2.3	396.42
51064984	0.09	34.74	22.72	592.15	5.42	2.31	396.52
51064984	0.12	33.45	22.75	578.63	5.47	2.3	396.52
51064984	0.13	24.41	22.78	575.99	5.48	2.31	396.52
51064984	0.1	21.51	22.77	565.63	5.41	2.31	396.47
51064984	0.08	24.09	22.77	531.73	5.31	2.29	396.47
51064984	0.12	28.93	22.79	565.63	5.46	2.32	396.47
17703.18	0.17	22.16	22.78	518.24	5.4	2.55	396.52
51064984	0.12	22.8	22.79	560.56	5.44	2.31	396.47
51064984	0.14	23.77	22.71	575.99	5.4	2.49	396.47
51064984	0.16	33.12	22.62	589.4	5.48	2.42	396.42
51064984	0.11	30.87	22.6	592.15	5.5	2.31	396.42
51064984	0.15	23.45	22.57	594.92	5.53	2.68	396.52
51064984	0.08	36.35	22.56	589.4	5.58	2.31	396.52
51064984	0.12	22.8	22.59	617.89	5.42	2.31	396.42
51064984	0.08	24.74	22.56	603.36	5.55	2.3	396.47
51064984	0.06	34.74	22.57	600.52	5.65	2.52	396.47
51064984	0.04	33.45	22.59	594.92	5.46	2.7	396.47
51064984	0.09	21.83	22.62	578.63	5.53	2.3	396.47
51064984	0.16	25.06	22.62	583.97	5.54	2.31	396.47
51064984	0.07	25.38	22.62	586.68	5.58	2.31	396.42
51064984	0.11	29.9	22.61	597.71	5.53	2.31	396.42
51064984	0.09	21.83	22.57	565.63	5.35	2.31	396.47
17703.18	0.22	21.83	22.62	581.29	5.34	2.29	396.52
5888.81	0.13	22.16	22.61	612.01	5.5	2.29	396.42
51064984	0.17	23.77	22.59	617.89	5.45	2.3	396.42
51064984	0.04	30.22	22.54	612.01	5.43	2.31	396.47
1752.48	0.03	31.51	22.61	581.29	5.35	2.61	396.47
51064984	0.21	34.09	22.62	592.15	5.19	2.3	396.47
51064984	0.08	23.77	22.65	592.15	5.46	2.77	396.52
17703.18	0.1	24.74	22.65	606.22	5.31	2.55	396.42
51064984	0.13	29.25	22.63	629.96	5.38	2.36	396.42
1949.47	0.11	22.8	22.62	623.88	5.52	2.43	396.42
51064984	0.15	32.8	22.62	639.28	5.41	2.3	396.47
51064984	0.17	28.93	22.62	606.22	5.41	2.3	396.42
51064984	0.07	24.41	22.62	629.96	5.34	2.3	396.52
718.3	0.1	27.32	22.63	626.9	5.45	2.3	396.47
51064984	0.09	22.8	22.62	626.9	5.45	2.31	396.47
51064984	0	36.35	22.59	575.99	5.3	2.31	396.47
1949.47	0.15	27.32	22.62	633.04	5.38	2.31	396.42
51064984	0.1	35.7	22.62	633.04	5.55	2.31	396.42
51064984	0.07	22.8	22.6	629.96	5.3	2.32	396.47
51064984	0.06	22.16	22.6	636.15	5.33	2.32	396.47
17703.18	0.08	23.77	22.62	606.22	5.23	2.32	396.42
51064984	0.16	21.83	22.6	614.94	5.42	2.31	396.47
51064984	0.17	36.03	22.62	603.36	5.52	2.55	396.47
51064984	0.07	23.77	22.61	633.04	5.26	2.32	396.47
51064984	0	28.61	22.62	629.96	5.43	2.35	396.47
51064984	0.09	30.54	22.59	626.9	5.28	2.31	396.47
3525.28	0.1	22.16	22.6	629.96	5.41	2.69	396.47
51064984	0.09	23.77	22.6	581.29	5.41	2.53	396.42
51064984	0.06	23.77	22.62	612.01	5.37	2.32	396.47
51064984	0.18	23.45	22.62	620.87	5.5	2.3	396.42
51064984	0.07	25.7	22.62	612.01	5.55	2.44	396.42
1949.47	0.04	36.35	22.59	583.97	5.46	2.31	396.47
51064984	0.11	25.06	22.59	626.9	5.44	2.32	396.42
51064984	0.11	22.8	22.5	614.94	5.32	2.31	396.47
51064984	0.19	21.83	22.52	570.77	5.46	2.31	396.42
51064984	0.06	24.09	22.42	589.4	5.38	2.3	396.42
51064984	0.08	26.35	22.38	655.35	5.38	2.31	396.42
51064984	0.14	26.35	22.37	623.88	5.62	2.31	396.42
51064984	0.07	23.12	22.38	597.71	5.51	2.3	396.42
51064984	0.16	29.58	22.3	655.35	5.58	2.47	396.42
51064984	0.09	23.12	22.32	661.98	5.5	2.62	396.47
17703.18	0.16	28.29	22.31	655.35	5.34	2.31	371.68
8842.91	0.13	23.45	22.28	661.98	5.2	2.31	396.42
51064984	0.04	25.06	22.15	658.65	5.39	2.32	396.42
51064984	0.1	25.06	22.17	658.65	5.24	2.31	396.42
51064984	0.14	25.38	22.14	661.98	5.47	2.31	396.42
1591.32	0.16	27.32	22.12	603.36	5.46	2.31	371.68
51064984	0.03	22.8	22.37	603.36	5.6	2.31	396.42
51064984	0.12	35.38	22.52	626.9	5.34	2.31	396.42
51064984	0.06	33.45	22.52	645.63	5.36	2.77	396.47
51064984	0.19	24.74	22.57	645.63	5.39	2.32	396.47
51064984	0.19	22.8	22.63	642.44	5.43	2.64	396.47
1752.48	0.04	27	22.61	633.04	5.56	2.31	396.42
51064984	0.19	22.16	22.62	639.28	5.34	2.77	396.47
51064984	0.08	23.77	22.71	570.77	5.39	2.63	396.47
51064984	0.17	22.8	22.64	636.15	5.36	2.31	396.47
51064984	0.13	35.38	22.5	642.44	5.51	2.3	396.42
1343.36	0.14	36.35	22.51	633.04	5.55	2.31	396.42
51064984	0.05	23.45	22.54	589.4	5.56	2.75	396.42
51064984	0.02	23.77	22.65	592.15	5.56	2.32	396.42
2512.27	0.03	22.16	22.79	578.63	5.49	2.32	396.52
51064984	0.07	24.74	22.77	626.9	5.37	2.33	396.47
17703.18	0.08	31.51	22.79	636.15	5.45	2.32	396.47
51064984	0.12	23.77	22.82	639.28	5.52	2.35	396.47
51064984	0.08	27.64	22.79	575.99	5.35	2.32	396.52
51064984	0.04	35.38	22.84	636.15	5.3	2.3	396.52
51064984	0.13	30.54	22.81	626.9	5.53	2.74	396.52
1343.36	0.08	25.7	22.7	623.88	5.34	2.31	396.52
51064984	0.05	29.25	22.45	633.04	5.56	2.32	396.42
51064984	0.15	23.45	22.3	629.96	5.51	2.31	396.42
2934.36	0.04	25.7	22.2	639.28	5.58	2.76	396.42
51064984	0.02	35.7	22.12	639.28	5.51	2.31	396.47
2512.27	0.13	22.16	21.96	645.63	5.57	2.32	396.42
51064984	0.1	23.12	21.92	636.15	5.5	2.57	396.47
51064984	0.07	36.03	21.95	629.96	5.78	2.32	396.47
51064984	0.08	26.67	22.05	575.99	5.58	2.32	396.47
2512.27	0.08	24.41	22.17	626.9	5.58	2.59	396.47
51064984	0.14	31.83	22.2	614.94	5.43	2.32	396.42
17703.18	0.07	36.03	22.25	626.9	5.33	2.55	396.42
51064984	0.21	23.45	22.29	597.71	5.7	2.32	396.42
516.83	0.09	22.16	22.36	603.36	5.5	2.4	396.42
51064984	0.09	26.67	22.32	548.24	5.64	2.32	396.42
51064984	0.19	24.41	22.32	560.56	5.65	2.3	421.71
51064984	0.07	24.41	22.37	520.45	5.43	2.31	421.71
1343.36	0.14	22.8	22.46	513.87	5.69	2.48	421.67
51064984	0.14	26.35	22.54	563.08	5.61	2.32	421.71
51064984	0.12	25.06	22.6	548.24	5.6	2.31	421.71
51064984	0.23	24.74	22.6	541.06	5.72	2.31	396.42
51064984	0.01	22.16	22.65	534.04	5.59	2.32	421.76
51064984	0.09	36.35	22.67	548.24	5.7	2.3	421.71
51064984	0.16	21.83	22.69	527.17	5.5	2.77	396.47
51064984	0.1	26.35	22.7	555.58	5.68	2.77	396.47
5888.81	0.15	23.12	22.56	570.77	5.69	2.32	396.52
51064984	0.15	36.35	22.55	538.7	5.66	2.31	396.47
17703.18	0.1	23.12	22.59	558.06	5.57	2.4	396.47
51064984	0	23.45	22.55	541.06	5.58	2.31	396.47
51064984	0.15	35.38	22.54	589.4	5.65	2.59	396.42
51064984	0.15	28.61	22.54	594.92	5.39	2.51	396.47
51064984	0.12	24.41	22.51	617.89	5.57	2.77	396.47
2512.27	0.1	22.8	22.6	617.89	5.45	2.61	396.42
51064984	0.15	34.74	22.54	617.89	5.38	2.38	396.47
1591.32	0.16	22.8	22.56	633.04	5.45	2.55	396.47
17703.18	0.14	23.45	22.55	565.63	5.54	2.31	396.47
718.3	0.14	23.77	22.59	629.96	5.65	2.32	396.52
51064984	0.1	33.45	22.6	629.96	5.42	2.32	396.47
51064984	0.08	23.77	22.62	594.92	5.49	2.32	396.42
51064984	0.16	24.41	22.62	626.9	5.53	2.32	396.47
51064984	0.18	22.16	22.62	629.96	5.46	2.32	396.42
51064984	0.07	30.22	22.62	626.9	5.5	2.32	396.52
51064984	0.18	32.8	22.61	594.92	5.45	2.32	396.52
51064984	0.1	24.41	22.59	639.28	5.43	2.3	396.47
51064984	0.15	24.74	22.57	629.96	5.52	2.31	396.42
51064984	0.16	33.77	22.59	636.15	5.26	2.31	396.47
51064984	0.13	22.8	22.59	642.44	5.37	2.31	396.52
51064984	0.07	23.45	22.6	606.22	5.23	2.31	396.47
1949.47	0.09	22.8	22.56	633.04	5.47	2.76	396.47
1949.47	0.16	31.83	22.52	614.94	5.4	2.76	396.42
51064984	0.1	36.03	22.59	636.15	5.24	2.31	396.42
51064984	0.08	30.22	22.62	626.9	5.58	2.31	396.47
51064984	0.2	24.41	22.61	575.99	5.43	2.54	396.47
51064984	0.09	23.77	22.62	612.01	5.33	2.29	396.42
2512.27	0.11	36.35	22.57	592.15	5.51	2.31	396.47
51064984	0.24	23.77	22.62	594.92	5.6	2.31	396.52
51064984	0.11	22.8	22.82	570.77	5.58	2.31	396.52
51064984	0.04	35.38	22.89	531.73	5.73	2.64	421.71
51064984	0.11	25.7	22.95	543.43	5.59	2.32	421.86
51064984	0.03	21.83	22.97	527.17	5.69	2.58	421.86
51064984	0.1	22.16	23.01	527.17	5.78	2.3	396.57
2512.27	0.08	21.83	22.9	503.21	5.5	2.29	396.62
1949.47	0.09	33.45	22.84	518.24	5.56	2.31	396.67
51064984	0.14	24.41	22.88	581.29	5.49	2.34	396.52
51064984	0.13	22.16	22.87	594.92	5.47	2.32	396.67
2934.36	0.04	23.45	22.82	603.36	5.65	2.57	396.57
51064984	0.09	21.83	22.8	612.01	5.37	2.32	396.57
51064984	0.14	25.7	22.87	609.1	5.36	2.32	396.57
2934.36	0.08	24.74	22.94	609.1	5.27	2.32	396.57
51064984	0.08	21.83	22.97	620.87	5.43	2.36	396.67
912.7	0.06	36.03	22.95	623.88	5.58	2.32	396.82
551.49	0.05	21.83	23.03	629.96	5.4	2.32	421.86
51064984	0.04	23.45	23.11	612.01	5.41	2.32	396.47
51064984	0.01	35.38	23.09	633.04	5.5	2.74	396.57
51064984	0.09	27	22.93	592.15	5.56	2.31	421.71
1343.36	0.17	31.83	23.26	612.01	5.41	2.3	421.86
51064984	0.13	22.8	23.3	614.94	5.3	2.32	396.62
51064984	0.16	22.8	23.32	609.1	5.41	2.58	396.77
51064984	0.08	23.12	23.4	565.63	5.45	2.32	396.97
51064984	0.07	25.06	23.56	600.52	5.51	2.3	396.97
51064984	0.12	32.48	23.67	597.71	5.33	2.32	422.21
51064984	0.1	24.09	23.77	583.97	5.26	2.3	396.97
1949.47	0.12	35.38	23.82	583.97	5.54	2.33	396.97
51064984	0.09	22.48	23.88	583.97	5.38	2.49	396.92
51064984	0.15	22.16	23.97	575.99	5.5	2.7	396.97
51064984	0.13	22.8	24.04	586.68	5.39	2.32	396.87
51064984	0.15	22.16	24.09	570.77	5.44	2.32	396.92
51064984	0.11	32.48	24.17	531.73	5.39	2.45	396.92
51064984	0.07	33.12	24.26	555.58	5.45	2.32	396.82
551.49	0.15	32.8	24.28	568.19	5.39	2.32	396.82
51064984	0.14	23.12	24.36	543.43	5.5	2.32	396.87
51064984	0.19	22.16	24.38	538.7	5.52	2.33	396.77
3525.28	0.15	32.8	24.52	555.58	5.6	2.7	396.82
51064984	0.09	32.16	24.61	545.83	5.13	2.33	397.07
51064984	0.09	21.51	24.7	518.24	5.31	2.33	396.87
51064984	0.01	23.12	24.78	531.73	5.31	2.33	371.83
51064984	0.15	24.09	24.79	524.92	5.23	2.33	396.97
51064984	0.16	24.74	24.79	494.95	5.37	2.7	396.87
51064984	0.08	25.7	24.75	524.92	5.39	2.33	371.83
51064984	0.07	35.06	24.67	520.45	5.25	2.31	397.12
51064984	0.15	23.12	24.5	536.36	5.37	2.31	371.83
1591.32	0.09	22.8	24.34	527.17	5.48	2.6	396.77
51064984	0.15	22.8	24.2	503.21	5.26	2.31	371.73
590.93	0.14	24.09	24.05	541.06	5.27	2.33	371.83
51064984	0.13	23.45	23.68	565.63	5.24	2.32	371.83
51064984	0.09	34.09	23.25	589.4	5.47	2.63	396.97
51064984	0.08	27.64	22.96	597.71	5.39	2.78	371.58
2512.27	0.07	27.64	22.88	609.1	5.6	2.31	371.53
51064984	0.12	35.38	22.96	597.71	5.39	2.33	371.58
51064984	0.12	22.16	23.15	578.63	5.55	2.32	396.87
51064984	0.13	22.8	23.4	575.99	5.21	2.78	396.92
51064984	0.14	26.03	23.54	581.29	5.41	2.32	396.92
51064984	0.07	25.38	23.65	589.4	5.36	2.72	371.83
51064984	0.11	23.12	23.79	575.99	5.27	2.36	371.78
51064984	0.15	22.8	23.8	583.97	5.37	2.3	396.77
51064984	0.09	29.25	23.87	578.63	5.36	2.32	396.92
51064984	0.07	33.45	23.87	531.73	5.37	2.33	396.87
51064984	0.04	33.77	23.92	568.19	5.27	2.33	397.02
3525.28	0.12	22.16	24.04	573.37	5.09	2.34	396.72
51064984	0.15	26.03	24.11	555.58	5.28	2.31	396.82
51064984	0.07	34.74	24.13	570.77	5.4	2.32	396.82
51064984	0.19	27	24.11	534.04	5.41	2.33	396.77
51064984	0.14	21.51	24.17	568.19	5.24	2.63	396.82
51064984	0.08	23.12	24.02	563.08	5.17	2.31	396.87
3525.28	0.12	22.8	23.86	583.97	5.19	2.61	396.92
51064984	0.08	23.12	23.55	560.56	5.23	2.32	396.97
51064984	0.19	26.03	23.31	614.94	5.23	2.35	396.92
51064984	0.06	32.48	23.2	620.87	5.25	2.32	396.72
51064984	0.17	22.16	23.04	623.88	5.38	2.32	396.57
51064984	0.15	22.8	22.85	645.63	5.41	2.32	396.72
51064984	0.15	24.41	22.86	655.35	5.36	2.32	396.47
51064984	0.16	35.38	23.13	639.28	5.46	2.32	396.72
1457.01	0.18	21.83	23.2	612.01	5.57	2.32	396.72
51064984	0.12	24.41	23.23	620.87	5.26	2.31	396.92
1161.53	0.14	23.77	23.26	606.22	5.3	2.32	396.92
17703.18	0.14	32.48	23.31	629.96	5.32	2.31	396.92
1949.47	0.01	22.16	23.32	633.04	5.34	2.32	396.77
51064984	0.17	25.7	23.34	629.96	5.26	2.32	396.97
51064984	0.18	31.19	23.29	642.44	5.44	2.3	396.87
51064984	0.17	25.06	23.36	592.15	5.41	2.31	396.92
51064984	0.13	27.32	23.2	639.28	5.36	2.3	396.92
51064984	0.14	21.83	23.27	636.15	5.36	2.3	396.92
51064984	0.09	23.12	23.28	639.28	5.35	2.65	396.92
51064984	0.16	23.12	23.26	633.04	5.32	2.32	396.87
51064984	0.15	21.83	23.28	623.88	5.36	2.32	396.97
51064984	0.09	24.74	23.28	626.9	5.4	2.32	396.97
5888.81	0.13	21.83	23.31	614.94	5.39	2.7	396.97
823.83	0.1	23.45	23.31	597.71	5.47	2.61	396.92
51064984	0.09	36.03	23.29	614.94	5.47	2.31	396.97
51064984	0.08	26.67	23.3	581.29	5.43	2.32	396.97
51064984	0.12	24.41	23.37	612.01	5.43	2.32	396.97
51064984	0.15	22.8	23.34	589.4	5.39	2.32	396.97
51064984	0.11	36.03	23.4	589.4	5.42	2.37	396.97
1087.66	0.15	23.77	23.55	581.29	5.44	2.32	422.16
51064984	0.08	23.77	23.55	583.97	5.38	2.76	396.92
51064984	0.12	33.77	23.53	573.37	5.57	2.32	396.92
51064984	0.21	24.41	23.54	578.63	5.53	2.34	396.97
1591.32	0.18	24.09	23.54	578.63	5.47	2.58	396.97
51064984	0.18	32.8	23.6	578.63	5.46	2.32	396.92
51064984	0.03	36.03	23.61	581.29	5.51	2.32	396.97
2934.36	0.12	22.8	23.65	583.97	5.47	2.31	396.97
1022.48	0.06	22.8	23.6	583.97	5.47	2.35	396.97
1949.47	0.15	25.06	23.61	578.63	5.39	2.32	396.97
51064984	0.12	23.77	23.54	581.29	5.57	2.45	422.21
51064984	0.12	22.8	23.62	592.15	5.65	2.78	422.16
912.7	0.16	22.16	23.64	550.67	5.28	2.35	422.16
51064984	0.16	33.12	23.68	597.71	5.57	2.32	422.21
1022.48	0.15	36.03	23.7	592.15	5.36	2.33	422.21
1591.32	0.1	21.51	23.69	600.52	5.41	2.33	422.16
458.75	0.08	31.83	23.71	594.92	5.52	2.32	422.16
51064984	0.11	20.87	23.7	581.29	5.48	2.52	422.11
458.75	0.12	23.77	23.65	600.52	5.43	2.7	422.16
51064984	0.07	26.35	23.65	597.71	5.45	2.77	422.16
51064984	0.13	26.03	23.67	570.77	5.2	2.31	422.16
51064984	0.23	26.03	23.79	550.67	5.32	2.33	422.16
51064984	0.12	24.41	23.8	550.67	5.23	2.58	422.21
51064984	0.14	23.12	23.67	565.63	5.37	2.32	422.16
51064984	0.11	35.38	23.61	603.36	5.34	2.33	422.16
51064984	0.17	25.38	23.55	589.4	5.45	2.71	422.16
51064984	0.11	21.19	23.55	600.52	5.38	2.36	422.21
51064984	0.12	22.16	23.64	578.63	5.37	2.32	422.16
51064984	0.19	22.16	23.67	581.29	5.37	2.32	422.11
5888.81	0.08	35.38	23.82	573.37	5.47	2.34	422.16
51064984	0.11	24.09	23.88	518.24	5.5	2.34	422.16
51064984	0.16	23.45	23.87	553.11	5.46	2.32	422.11
1591.32	0.16	24.41	24.04	529.45	5.45	2.72	447.45
5888.81	0.03	22.16	23.95	568.19	5.5	2.73	447.4
51064984	0.13	34.74	23.89	545.83	5.53	2.31	422.16
51064984	0.07	25.7	23.87	565.63	5.47	2.31	422.16
51064984	0.06	26.03	23.85	573.37	5.19	2.32	422.21
51064984	0.07	23.12	23.82	568.19	5.43	2.32	422.16
2934.36	0.1	22.16	23.85	553.11	5.53	2.32	447.5
51064984	0.14	23.12	23.76	538.7	5.3	2.3	447.45
51064984	0.04	24.41	23.76	560.56	5.33	2.32	447.45
51064984	0.06	21.19	23.87	568.19	5.39	2.32	447.45
51064984	0.09	27.96	23.89	560.56	5.54	2.32	422.21
51064984	0.13	22.8	23.92	543.43	5.48	2.33	422.21
51064984	0.07	23.12	23.95	550.67	5.37	2.35	422.21
51064984	0.17	24.09	23.87	555.58	5.37	2.45	396.97
51064984	0.11	25.7	23.79	570.77	5.47	2.33	396.92
51064984	0.08	21.51	23.85	578.63	5.45	2.32	396.92
51064984	0.08	23.45	23.69	581.29	5.39	2.33	396.97
2934.36	0.01	23.77	23.6	600.52	5.44	2.42	396.87
51064984	0.11	24.41	23.56	586.68	5.54	2.32	422.16
51064984	0.06	26.03	23.55	581.29	5.27	2.32	422.01
51064984	0.1	34.09	23.51	589.4	5.47	2.33	396.92
17703.18	0.13	23.77	23.47	603.36	5.5	2.33	396.97
1949.47	0.13	35.38	23.45	589.4	5.32	2.55	422.21
51064984	0.09	33.77	23.35	536.36	5.27	2.52	421.86
51064984	0.07	24.41	23.39	594.92	5.5	2.35	396.92
2934.36	0.15	23.77	23.44	597.71	5.47	2.31	396.97
1752.48	0.1	23.77	23.42	589.4	5.23	2.45	396.97
51064984	0.1	23.77	23.37	570.77	5.57	2.32	422.21
51064984	0.1	23.45	23.39	529.45	5.56	2.33	422.21
51064984	0.04	22.8	23.38	518.24	5.56	2.32	422.06
2934.36	0.05	23.77	23.45	583.97	5.34	2.31	422.21
51064984	0.11	36.03	23.4	570.77	5.43	2.31	396.97
51064984	0.1	24.41	23.4	589.4	5.31	2.32	422.21
51064984	0.04	33.45	23.4	568.19	5.49	2.34	422.16
51064984	0.17	25.7	23.5	586.68	5.3	2.78	422.21
51064984	0.26	22.8	23.45	573.37	5.52	2.31	422.21
51064984	0.05	26.03	23.44	573.37	5.49	2.33	422.21
51064984	0.13	23.45	23.48	568.19	5.35	2.32	422.21
51064984	0.08	21.51	23.52	578.63	5.26	2.38	422.11
51064984	0.08	24.74	23.45	581.29	5.43	2.75	422.21
51064984	0.06	28.29	23.48	586.68	5.02	2.33	422.01
51064984	0.07	23.77	23.48	550.67	5.29	2.78	422.06
51064984	0.03	23.45	23.45	592.15	5.29	2.58	422.16
1949.47	0.14	22.8	23.54	606.22	5.41	2.39	422.21
51064984	0.17	30.87	23.51	600.52	5.32	2.32	422.16
51064984	0.21	24.09	23.51	592.15	5.35	2.31	396.97
964.54	0.09	26.67	23.47	603.36	5.47	2.34	422.21
51064984	0.16	29.9	23.52	600.52	5.29	2.74	422.16
51064984	0.13	34.74	23.54	550.67	5.38	2.33	422.06
51064984	0.04	23.77	23.53	543.43	5.36	2.32	396.97
51064984	0.09	24.41	23.55	603.36	5.38	2.79	396.87
51064984	0.05	27.96	23.51	612.01	5.44	2.33	421.96
823.83	0.12	35.38	23.5	560.56	5.34	2.46	422.21
51064984	0.04	22.16	23.51	603.36	5.26	2.33	421.86
51064984	0.08	33.45	23.53	609.1	5.29	2.5	396.97
51064984	0.09	24.41	23.55	548.24	5.35	2.33	421.96
51064984	0.09	24.41	23.45	603.36	5.53	2.34	396.77
51064984	0.11	22.16	23.51	558.06	5.32	2.31	396.97
1087.66	0.08	21.19	23.51	609.1	5.43	2.34	396.97
4411.63	0.09	21.51	23.48	603.36	5.22	2.5	396.77
1949.47	0.18	22.16	23.45	603.36	5.45	2.74	422.11
51064984	0.11	22.8	23.48	560.56	5.36	2.32	421.91
1591.32	0.02	23.45	23.48	555.58	5.54	2.45	422.21
51064984	0.13	25.06	23.53	570.77	5.38	2.46	422.21
51064984	0.09	21.51	23.67	548.24	5.49	2.31	397.02
51064984	0.1	23.77	23.7	513.87	5.47	2.33	397.02
1087.66	0.1	22.48	23.76	548.24	5.54	2.46	422.21
51064984	0.17	21.19	23.71	545.83	5.41	2.32	396.97
3525.28	0.1	34.09	23.86	555.58	5.33	2.32	397.02
51064984	0.04	22.48	23.69	538.7	5.35	2.48	397.02
51064984	0.06	20.87	23.77	529.45	5.45	2.32	422.16
