Day of Year, Day of Week, hour, minute,PrintCount,NO2,voltage of NO2,O3,Temperature,CO,CO2,Humidity,Temperature,Ethylene Oxide,O3,CO,CO2,Time diff to Print1,Time diff to Print2
258,2,4,14,0,165.69,0.03,51064984,21.83,636.15,2.3,45,23.27,0,0.14,5.36,396.92,7,5
258,2,4,29,0,116.01,0.05,51064984,23.12,639.28,2.65,12,23.28,0,0.09,5.35,396.92,7,4
258,2,4,44,0,41.8,0.14,51064984,23.12,633.04,2.32,68,23.26,0,0.16,5.32,396.87,7,4
258,2,4,59,0,131.91,0.04,51064984,21.83,623.88,2.32,68,23.28,0,0.15,5.36,396.97,-53,-57
258,2,5,14,0,131.91,0.04,51064984,24.74,626.9,2.32,18,23.28,0,0.09,5.4,396.97,7,2
258,2,5,29,0,103.45,0.06,5888.81,21.83,614.94,2.7,15,23.31,0,0.13,5.39,396.97,6,2
258,2,5,44,0,152.7,0.04,823.83,23.45,597.71,2.61,48,23.31,0,0.1,5.47,396.92,6,1
258,2,5,59,0,152.7,0.04,51064984,36.03,614.94,2.31,22,23.29,0,0.09,5.47,396.97,-54,-59
258,2,6,14,0,152.7,0.04,51064984,26.67,581.29,2.32,30,23.3,0,0.08,5.43,396.97,6,15
258,2,6,29,0,88.9,0.07,51064984,24.41,612.01,2.32,1,23.37,0,0.12,5.43,396.97,6,14
258,2,6,44,0,77.84,0.08,51064984,22.8,589.4,2.32,11,23.34,0,0.15,5.39,396.97,6,13
258,2,6,59,0,103.45,0.06,51064984,36.03,589.4,2.37,60,23.4,0,0.11,5.42,396.97,-54,-47
258,2,7,14,0,54.68,0.11,1087.66,23.77,581.29,2.32,14,23.55,0,0.15,5.44,422.16,6,12
258,2,7,29,0,109.38,0.05,51064984,23.77,583.97,2.76,52,23.55,0,0.08,5.38,396.92,6,12
258,2,7,44,0,88.9,0.07,51064984,33.77,573.37,2.32,75,23.53,0,0.12,5.57,396.92,5,11
258,2,7,59,0,103.45,0.06,51064984,24.41,578.63,2.34,56,23.54,0,0.21,5.53,396.97,-55,-50
258,2,8,14,0,116.01,0.05,1591.32,24.09,578.63,2.58,26,23.54,0,0.18,5.47,396.97,5,10
258,2,8,29,0,103.45,0.06,51064984,32.8,578.63,2.32,40,23.6,0,0.18,5.46,396.92,5,9
258,2,8,44,0,109.38,0.05,51064984,36.03,581.29,2.32,82,23.61,0,0.03,5.51,396.97,5,9
258,2,8,59,0,109.38,0.05,2934.36,22.8,583.97,2.31,28,23.65,0,0.12,5.47,396.97,-55,-52
258,2,9,14,0,38.99,0.15,1022.48,22.8,583.97,2.35,50,23.6,0,0.06,5.47,396.97,5,8
258,2,9,29,0,98.12,0.06,1949.47,25.06,578.63,2.32,69,23.61,0,0.15,5.39,396.97,5,7
258,2,9,44,0,103.45,0.06,51064984,23.77,581.29,2.45,90,23.54,0,0.12,5.57,422.21,5,6
258,2,9,59,0,88.9,0.07,51064984,22.8,592.15,2.78,2,23.62,0,0.12,5.65,422.16,-56,-54
258,2,10,14,0,103.45,0.06,912.7,22.16,550.67,2.35,72,23.64,0,0.16,5.28,422.16,4,5
258,2,10,29,0,103.45,0.06,51064984,33.12,597.71,2.32,58,23.68,0,0.16,5.57,422.21,4,5
258,2,10,44,0,88.9,0.07,1022.48,36.03,592.15,2.33,18,23.7,0,0.15,5.36,422.21,4,4
258,2,10,59,0,66.66,0.09,1591.32,21.51,600.52,2.33,14,23.69,0,0.1,5.41,422.16,-56,-57
258,2,11,14,0,62.15,0.09,458.75,31.83,594.92,2.32,45,23.71,0,0.08,5.52,422.16,4,3
258,2,11,29,0,103.45,0.06,51064984,20.87,581.29,2.52,78,23.7,0,0.11,5.48,422.11,4,2
258,2,11,44,0,131.91,0.04,458.75,23.77,600.52,2.7,82,23.65,0,0.12,5.43,422.16,4,2
258,2,11,59,0,116.01,0.05,51064984,26.35,597.71,2.77,1,23.65,0,0.07,5.45,422.16,-57,-59
258,2,12,14,0,71.84,0.08,51064984,26.03,570.77,2.31,25,23.67,0,0.13,5.2,422.16,3,1
258,2,12,29,484,93.29,0.06,51064984,26.03,550.67,2.33,40,23.79,0,0.23,5.32,422.16,3,14
258,2,12,44,26,45.02,0.13,51064984,24.41,550.67,2.58,20,23.8,0,0.12,5.23,422.21,3,14
258,2,12,59,0,66.66,0.09,51064984,23.12,565.63,2.32,15,23.67,0,0.14,5.37,422.16,-57,-47
258,2,13,14,0,93.29,0.06,51064984,35.38,603.36,2.33,28,23.61,0,0.11,5.34,422.16,3,13
258,2,13,29,0,69.16,0.09,51064984,25.38,589.4,2.71,75,23.55,0,0.17,5.45,422.16,3,12
258,2,13,44,0,98.12,0.06,51064984,21.19,600.52,2.36,55,23.55,0,0.11,5.38,422.21,3,11
258,2,13,59,0,84.9,0.07,51064984,22.16,578.63,2.32,58,23.64,0,0.12,5.37,422.16,-57,-49
258,2,14,14,0,98.12,0.06,51064984,22.16,581.29,2.32,25,23.67,0,0.19,5.37,422.11,2,10
258,2,14,29,0,98.12,0.06,5888.81,35.38,573.37,2.34,95,23.82,0,0.08,5.47,422.16,2,10
258,2,14,44,0,84.9,0.07,51064984,24.09,518.24,2.34,74,23.88,0,0.11,5.5,422.16,2,9
258,2,14,59,0,50.1,0.12,51064984,23.45,553.11,2.32,48,23.87,0,0.16,5.46,422.11,-58,-51
258,2,15,14,0,66.66,0.09,1591.32,24.41,529.45,2.72,0,24.04,0,0.16,5.45,447.45,2,8
258,2,15,29,0,84.9,0.07,5888.81,22.16,568.19,2.73,74,23.95,0,0.03,5.5,447.4,2,7
258,2,15,44,1217,81.22,0.07,51064984,34.74,545.83,2.31,52,23.89,0,0.13,5.53,422.16,2,7
258,2,15,59,0,88.9,0.07,51064984,25.7,565.63,2.31,38,23.87,0,0.07,5.47,422.16,-58,-54
258,2,16,14,0,116.01,0.05,51064984,26.03,573.37,2.32,32,23.85,0,0.06,5.19,422.21,1,6
258,2,16,29,0,93.29,0.06,51064984,23.12,568.19,2.32,62,23.82,0,0.07,5.43,422.16,1,5
258,2,16,44,0,84.9,0.07,2934.36,22.16,553.11,2.32,26,23.85,0,0.1,5.53,447.5,1,4
258,2,16,59,0,98.12,0.06,51064984,23.12,538.7,2.3,80,23.76,0,0.14,5.3,447.45,-59,-56
258,2,17,14,0,81.22,0.07,51064984,24.41,560.56,2.32,90,23.76,0,0.04,5.33,447.45,1,3
258,2,17,29,0,98.12,0.06,51064984,21.19,568.19,2.32,64,23.87,0,0.06,5.39,447.45,1,3
258,2,17,44,0,38.13,0.15,51064984,27.96,560.56,2.32,70,23.89,0,0.09,5.54,422.21,1,2
258,2,17,59,0,93.29,0.06,51064984,22.8,543.43,2.33,94,23.92,0,0.13,5.48,422.21,-59,-58
258,2,18,14,0,93.29,0.06,51064984,23.12,550.67,2.35,61,23.95,0,0.07,5.37,422.21,1,1
258,2,18,29,0,93.29,0.06,51064984,24.09,555.58,2.45,90,23.87,0,0.17,5.37,396.97,0,15
258,2,18,44,0,131.91,0.04,51064984,25.7,570.77,2.33,51,23.79,0,0.11,5.47,396.92,15,14
258,2,18,59,0,181.05,0.03,51064984,21.51,578.63,2.32,56,23.85,0,0.08,5.45,396.92,-45,-46
258,2,19,14,0,181.05,0.03,51064984,23.45,581.29,2.33,85,23.69,0,0.08,5.39,396.97,15,13
258,2,19,29,0,141.56,0.04,2934.36,23.77,600.52,2.42,70,23.6,0,0.01,5.44,396.87,15,12
258,2,19,44,0,103.45,0.06,51064984,24.41,586.68,2.32,88,23.56,0,0.11,5.54,422.16,15,12
258,2,19,59,0,81.22,0.07,51064984,26.03,581.29,2.32,10,23.55,0,0.06,5.27,422.01,-45,-49
258,2,20,14,0,103.45,0.06,51064984,34.09,589.4,2.33,49,23.51,0,0.1,5.47,396.92,14,11
258,2,20,29,0,62.15,0.09,17703.18,23.77,603.36,2.33,31,23.47,0,0.13,5.5,396.97,14,10
258,2,20,44,0,103.45,0.06,1949.47,35.38,589.4,2.55,75,23.45,0,0.13,5.32,422.21,14,10
258,2,20,59,0,141.56,0.04,51064984,33.77,536.36,2.52,95,23.35,0,0.09,5.27,421.86,-46,-51
258,2,21,14,0,98.12,0.06,51064984,24.41,594.92,2.35,89,23.39,0,0.07,5.5,396.92,14,8
258,2,21,29,0,84.9,0.07,2934.36,23.77,597.71,2.31,92,23.44,0,0.15,5.47,396.97,14,8
258,2,21,44,0,88.9,0.07,1752.48,23.77,589.4,2.45,6,23.42,0,0.1,5.23,396.97,14,7
258,2,21,59,0,88.9,0.07,51064984,23.77,570.77,2.32,94,23.37,0,0.1,5.57,422.21,-46,-53
258,2,22,14,0,103.45,0.06,51064984,23.45,529.45,2.33,10,23.39,0,0.1,5.56,422.21,14,6
258,2,22,29,0,88.9,0.07,51064984,22.8,518.24,2.32,18,23.38,0,0.04,5.56,422.06,13,5
258,2,22,44,0,39.89,0.15,2934.36,23.77,583.97,2.31,0,23.45,0,0.05,5.34,422.21,13,5
258,2,22,59,0,109.38,0.05,51064984,36.03,570.77,2.31,24,23.4,0,0.11,5.43,396.97,-47,-56
258,2,23,14,0,98.12,0.06,51064984,24.41,589.4,2.32,81,23.4,0,0.1,5.31,422.21,13,4
258,2,23,29,0,103.45,0.06,51064984,33.45,568.19,2.34,44,23.4,0,0.04,5.49,422.16,13,3
258,2,23,44,0,103.45,0.06,51064984,25.7,586.68,2.78,82,23.5,0,0.17,5.3,422.21,13,3
258,2,23,59,0,93.29,0.06,51064984,22.8,573.37,2.31,75,23.45,0,0.26,5.52,422.21,-47,-58
259,3,0,14,0,98.12,0.06,51064984,26.03,573.37,2.33,75,23.44,0,0.05,5.49,422.21,13,1
259,3,0,29,0,98.12,0.06,51064984,23.45,568.19,2.32,25,23.48,0,0.13,5.35,422.21,13,1
259,3,0,44,0,84.9,0.07,51064984,21.51,578.63,2.38,98,23.52,0,0.08,5.26,422.11,12,15
259,3,0,59,0,93.29,0.06,51064984,24.74,581.29,2.75,1,23.45,0,0.08,5.43,422.21,-48,-46
259,3,1,14,0,98.12,0.06,51064984,28.29,586.68,2.33,89,23.48,0,0.06,5.02,422.01,12,13
259,3,1,29,0,93.29,0.06,51064984,23.77,550.67,2.78,72,23.48,0,0.07,5.29,422.06,12,13
259,3,1,44,0,98.12,0.06,51064984,23.45,592.15,2.58,31,23.45,0,0.03,5.29,422.16,12,12
259,3,1,59,0,98.12,0.06,1949.47,22.8,606.22,2.39,68,23.54,0,0.14,5.41,422.21,-48,-48
259,3,2,14,0,98.12,0.06,51064984,30.87,600.52,2.32,15,23.51,0,0.17,5.32,422.16,12,11
259,3,2,29,0,123.46,0.05,51064984,24.09,592.15,2.31,78,23.51,0,0.21,5.35,396.97,12,11
259,3,2,44,0,116.01,0.05,964.54,26.67,603.36,2.34,28,23.47,0,0.09,5.47,422.21,11,10
259,3,2,59,0,109.38,0.05,51064984,29.9,600.52,2.74,85,23.52,0,0.16,5.29,422.16,-49,-51
259,3,3,14,0,103.45,0.06,51064984,34.74,550.67,2.33,30,23.54,0,0.13,5.38,422.06,11,9
259,3,3,29,0,131.91,0.04,51064984,23.77,543.43,2.32,45,23.53,0,0.04,5.36,396.97,11,8
259,3,3,44,0,116.01,0.05,51064984,24.41,603.36,2.79,19,23.55,0,0.09,5.38,396.87,11,8
259,3,3,59,0,181.05,0.03,51064984,27.96,612.01,2.33,22,23.51,0,0.05,5.44,421.96,-49,-53
259,3,4,14,0,165.69,0.03,823.83,35.38,560.56,2.46,22,23.5,0,0.12,5.34,422.21,11,6
259,3,4,29,0,165.69,0.03,51064984,22.16,603.36,2.33,85,23.51,0,0.04,5.26,421.86,11,6
259,3,4,44,0,123.46,0.05,51064984,33.45,609.1,2.5,35,23.53,0,0.08,5.29,396.97,11,5
259,3,4,59,0,141.56,0.04,51064984,24.41,548.24,2.33,2,23.55,0,0.09,5.35,421.96,-50,-55
259,3,5,14,0,165.69,0.03,51064984,24.41,603.36,2.34,70,23.45,0,0.09,5.53,396.77,10,4
259,3,5,29,0,123.46,0.05,51064984,22.16,558.06,2.31,26,23.51,0,0.11,5.32,396.97,10,4
259,3,5,44,0,141.56,0.04,1087.66,21.19,609.1,2.34,65,23.51,0,0.08,5.43,396.97,10,3
259,3,5,59,0,152.7,0.04,4411.63,21.51,603.36,2.5,0,23.48,0,0.09,5.22,396.77,-50,-58
259,3,6,14,0,152.7,0.04,1949.47,22.16,603.36,2.74,24,23.45,0,0.18,5.45,422.11,10,2
259,3,6,29,0,123.46,0.05,51064984,22.8,560.56,2.32,98,23.48,0,0.11,5.36,421.91,10,1
259,3,6,44,0,123.46,0.05,1591.32,23.45,555.58,2.45,70,23.48,0,0.02,5.54,422.21,10,1
259,3,6,59,0,109.38,0.05,51064984,25.06,570.77,2.46,81,23.53,0,0.13,5.38,422.21,-51,-46
259,3,7,14,0,109.38,0.05,51064984,21.51,548.24,2.31,75,23.67,0,0.09,5.49,397.02,9,14
259,3,7,29,0,116.01,0.05,51064984,23.77,513.87,2.33,64,23.7,0,0.1,5.47,397.02,9,13
259,3,7,44,0,103.45,0.06,1087.66,22.48,548.24,2.46,5,23.76,0,0.1,5.54,422.21,9,13
259,3,7,59,0,109.38,0.05,51064984,21.19,545.83,2.32,85,23.71,0,0.17,5.41,396.97,-51,-48
259,3,8,14,0,116.01,0.05,3525.28,34.09,555.58,2.32,39,23.86,0,0.1,5.33,397.02,9,12
259,3,8,29,0,103.45,0.06,51064984,22.48,538.7,2.48,89,23.69,0,0.04,5.35,397.02,9,11
259,3,8,44,0,103.45,0.06,51064984,20.87,529.45,2.32,62,23.77,0,0.06,5.45,422.16,9,10
259,3,8,59,48,109.38,0.05,51064984,22.16,501.13,2.36,72,23.68,0,0.13,5.35,422.21,-51,-50
259,3,9,14,0,103.45,0.06,51064984,21.51,560.56,2.33,15,23.64,0,0.21,5.59,422.16,8,9
259,3,9,29,0,84.9,0.07,51064984,34.74,563.08,2.48,14,23.77,0,0.11,5.51,422.21,8,9
259,3,9,44,0,109.38,0.05,51064984,22.8,548.24,2.34,19,23.79,0,0.08,5.39,422.16,8,8
259,3,9,59,0,93.29,0.06,51064984,32.48,550.67,2.32,45,23.8,0,0.12,5.43,422.21,-52,-53
259,3,10,14,0,84.9,0.07,51064984,22.48,560.56,2.33,90,23.8,0,0.14,5.27,422.16,8,7
259,3,10,29,0,88.9,0.07,51064984,21.51,563.08,2.32,82,23.79,0,0.09,5.39,422.21,8,6
259,3,10,44,0,88.9,0.07,51064984,21.51,563.08,2.32,30,23.79,0,0.13,5.33,422.11,7,6
259,3,10,59,0,88.9,0.07,51064984,23.77,520.45,2.32,26,23.88,0,0.09,5.32,447.5,-52,-55
259,3,11,14,0,84.9,0.07,51064984,26.67,560.56,2.75,31,23.79,0,0.04,5.16,422.16,7,5
259,3,11,29,0,98.12,0.06,51064984,20.87,543.43,2.32,89,23.86,0,0.16,5.33,422.16,7,4
259,3,11,44,7,88.9,0.07,51064984,32.8,570.77,2.31,31,23.76,0,0.12,5.28,447.45,7,3
259,3,11,59,3,98.12,0.06,51064984,22.8,573.37,2.33,88,23.78,0,0.05,5.3,447.45,-53,-57
259,3,12,14,0,66.66,0.09,51064984,34.09,536.36,2.32,40,23.78,0,0.15,5.26,447.5,7,2
259,3,12,29,67,103.45,0.06,51064984,35.38,570.77,2.32,10,23.88,0,0.11,5.39,447.5,7,2
259,3,12,44,0,93.29,0.06,51064984,24.41,581.29,2.31,28,23.87,0,0.15,5.39,422.16,7,1
259,3,12,59,0,98.12,0.06,51064984,22.8,538.7,2.33,39,23.84,0,0.11,5.23,422.11,-53,0
259,3,13,14,0,103.45,0.06,51064984,21.51,548.24,2.32,94,23.8,0,0.09,5.54,422.16,7,14
259,3,13,29,0,71.84,0.08,1591.32,21.51,531.73,2.36,69,23.79,0,0.13,5.31,422.21,6,14
259,3,13,44,0,38.13,0.15,51064984,22.8,565.63,2.32,8,23.8,0,0.18,5.4,422.11,6,13
259,3,13,59,0,98.12,0.06,51064984,23.12,589.4,2.35,89,23.79,0,0.18,5.42,447.45,-54,-47
259,3,14,14,0,103.45,0.06,51064984,22.16,583.97,2.31,40,23.77,0,0.11,5.37,447.5,6,12
259,3,14,29,0,54.68,0.11,51064984,35.38,531.73,2.52,15,23.81,0,-0.02,5.23,422.21,6,11
259,3,14,44,0,98.12,0.06,51064984,24.09,568.19,2.33,42,23.78,0,0.1,5.29,447.45,6,11
259,3,14,59,0,109.38,0.05,5888.81,24.74,565.63,2.33,86,23.78,0,0.1,5.42,447.5,-54,-50
259,3,15,14,0,71.84,0.08,17703.18,23.77,578.63,2.32,56,23.8,0,0,5.39,447.45,6,10
259,3,15,29,8,93.29,0.06,2934.36,23.12,568.19,2.33,0,23.8,0,0.13,5.45,447.4,6,9
259,3,15,44,0,98.12,0.06,17703.18,33.77,555.58,2.65,69,23.87,0,0.08,5.49,422.06,5,8
259,3,15,59,0,71.84,0.08,51064984,28.93,560.56,2.33,69,23.75,0,0.12,5.45,447.5,-55,-52
259,3,16,14,0,123.46,0.05,51064984,24.09,558.06,2.33,81,23.77,0,0.03,5.32,422.11,5,7
259,3,16,29,0,131.91,0.04,51064984,28.61,560.56,2.44,35,23.75,0,0.1,5.41,422.21,5,7
259,3,16,44,0,81.22,0.07,51064984,26.67,575.99,2.33,38,23.76,0,0.08,5.38,422.16,5,6
259,3,16,59,0,131.91,0.04,51064984,21.51,568.19,2.31,2,23.79,0,0.01,5.5,472.79,-55,-54
259,3,17,14,0,109.38,0.05,1591.32,20.87,560.56,2.32,14,23.87,0,0.12,5.43,422.16,5,5
259,3,17,29,0,116.01,0.05,51064984,21.83,560.56,2.75,19,23.89,0,0.13,5.47,422.11,5,4
259,3,17,44,0,103.45,0.06,51064984,24.74,558.06,2.31,28,23.95,0,0.06,5.35,422.11,4,4
259,3,17,59,6,93.29,0.06,51064984,24.09,560.56,2.47,12,24.01,0,0.08,5.28,472.69,-56,-57
259,3,18,14,750,93.29,0.06,51064984,24.74,560.56,2.31,14,24.02,0,0.14,5.31,447.45,4,3
259,3,18,29,0,103.45,0.06,51064984,24.74,555.58,2.43,19,24.04,0,0.04,5.46,422.16,4,2
259,3,18,44,0,56.38,0.1,51064984,33.45,558.06,2.33,30,24.03,0,0.2,5.34,422.16,4,1
259,3,18,59,0,81.22,0.07,51064984,24.41,568.19,2.33,95,24.06,0,0.1,5.37,422.16,-56,-59
259,3,19,14,0,152.7,0.04,51064984,21.83,570.77,2.36,95,23.76,0,0.04,5.45,422.16,4,15
