Day of Year, Day of Week, hour, minute,PrintCount,NO2,voltage of NO2,O3,Temperature,CO,CO2,Humidity,Temperature,Ethylene Oxide,O3,CO,CO2,Time diff to Print1,Time diff to Print2
246,4,0,0,0,45.02,0.13,51064984,23.12,455.03,2.66,6,23.6,0,0.16,5.6,396.67,8,8
246,4,0,15,0,42.83,0.14,750.42,27.64,469.59,2.57,8,23.61,0,0.05,5.38,396.82,7,8
246,4,0,30,0,39.89,0.15,1949.47,22.8,469.59,2.57,4,23.62,0,0.08,5.5,396.72,7,7
246,4,0,45,0,46.2,0.13,688.75,23.77,475.25,2.27,6,23.52,0,0.09,5.42,396.67,7,6
246,4,1,0,0,32.95,0.18,51064984,31.51,458.6,2.27,5,23.54,0,0.13,5.53,396.77,7,6
246,4,1,15,0,42.83,0.14,51064984,20.54,471.46,2.27,8,23.55,0,0.09,5.56,396.67,7,5
246,4,1,30,0,29.99,0.19,51064984,31.83,456.81,2.27,8,23.61,0,0.11,5.71,396.67,7,5
246,4,1,45,0,46.2,0.13,51064984,24.41,473.35,2.27,8,23.55,0,0.11,5.6,396.92,7,4
246,4,2,0,0,47.43,0.12,823.83,23.12,458.6,2.34,5,23.51,0,0.08,5.56,396.72,7,3
246,4,2,15,0,45.02,0.13,51064984,22.16,482.97,2.27,0,23.59,0,0.09,5.52,396.87,6,3
246,4,2,30,0,46.2,0.13,51064984,23.77,499.05,2.26,8,23.51,0,0.15,5.45,396.97,6,2
246,4,2,45,0,42.83,0.14,51064984,23.77,505.32,2.28,9,23.6,0,0.13,5.28,396.82,6,2
246,4,3,0,0,46.2,0.13,51064984,23.77,511.71,2.27,5,23.5,0,0.17,5.23,397.02,6,1
246,4,3,15,0,33.61,0.17,51064984,34.41,513.87,2.46,2,23.5,0,0.11,5.59,396.82,6,1
246,4,3,30,0,38.99,0.15,51064984,24.74,520.45,2.26,9,23.53,0,0.12,5.41,396.72,6,0
246,4,3,45,0,38.13,0.15,51064984,22.16,522.68,2.44,5,23.52,0,0.14,5.39,396.87,6,14
246,4,4,0,0,43.9,0.13,1343.36,34.09,527.17,2.29,8,23.47,0,0.14,5.41,396.67,6,13
246,4,4,15,0,45.02,0.13,51064984,24.74,481.02,2.26,2,23.55,0,0.1,5.36,396.82,6,13
246,4,4,30,0,27.47,0.21,912.7,25.7,465.88,2.27,8,23.55,0,0.13,5.58,397.07,5,12
246,4,4,45,0,48.73,0.12,51064984,22.8,490.9,2.26,1,23.56,0,0,5.75,397.07,5,11
246,4,5,0,0,48.73,0.12,51064984,22.48,490.9,2.28,56,23.54,0,0.07,5.62,396.77,5,11
246,4,5,15,0,48.73,0.12,51064984,22.48,509.57,2.27,19,23.55,0,0.22,5.6,397.07,5,10
246,4,5,30,0,47.43,0.12,51064984,25.7,490.9,2.26,74,23.78,0,0.11,5.67,396.77,5,10
246,4,5,45,0,50.1,0.12,51064984,27.32,501.13,2.28,36,23.82,0,0.17,5.52,397.07,5,9
246,4,6,0,0,38.99,0.15,51064984,20.87,507.43,2.28,58,23.86,0,0.14,5.63,397.07,5,9
246,4,6,15,0,48.73,0.12,51064984,22.16,511.71,2.27,72,23.7,0,0.13,5.48,397.02,5,8
246,4,6,30,0,50.1,0.12,51064984,28.93,505.32,2.27,39,23.55,0,0.14,5.57,396.97,4,7
246,4,6,45,0,51.54,0.11,51064984,28.29,503.21,2.28,65,23.54,0,0.16,5.6,396.97,4,7
246,4,7,0,0,51.54,0.11,1591.32,23.77,507.43,2.49,74,23.46,0,0.11,5.62,396.77,4,6
246,4,7,15,0,43.9,0.13,51064984,24.74,464.04,2.28,58,23.44,0,0.03,5.56,396.97,4,6
246,4,7,30,0,51.54,0.11,51064984,24.09,486.91,2.7,38,23.53,0,0.14,5.58,396.82,4,5
246,4,7,45,0,50.1,0.12,912.7,23.77,496.99,2.3,10,23.55,0,0.09,5.4,422.16,4,4
246,4,8,0,12,41.8,0.14,51064984,24.09,490.9,2.26,90,23.65,0,0.16,5.62,397.02,4,4
246,4,8,15,26,50.1,0.12,51064984,24.41,471.46,2.53,82,23.71,0,0.11,5.63,397.07,4,3
246,4,8,30,0,48.73,0.12,636.22,24.09,503.21,2.27,5,23.75,0,0.13,5.43,397.02,4,3
246,4,8,45,0,35,0.17,8842.91,23.77,488.9,2.28,0,23.82,0,0.1,5.54,397.02,3,2
246,4,9,0,0,40.82,0.14,1591.32,22.8,505.32,2.25,1,23.84,0,0.06,5.51,397.12,3,2
246,4,9,15,3,47.43,0.12,51064984,21.51,496.99,2.41,94,23.9,0,0.12,5.62,397.12,3,1
246,4,9,30,0,46.2,0.13,51064984,25.7,496.99,2.27,72,23.85,0,0.12,5.54,422.16,3,0
246,4,9,45,1,42.83,0.14,51064984,22.8,507.43,2.71,1,23.89,0,0.19,5.51,422.21,3,0
246,4,10,0,0,43.9,0.13,51064984,21.83,509.57,2.27,68,23.95,0,0.2,5.33,422.21,3,14
246,4,10,15,0,26.13,0.22,51064984,28.29,511.71,2.4,64,24.02,0,0.08,5.31,422.21,3,13
246,4,10,30,0,42.83,0.14,51064984,22.16,464.04,2.27,81,24.1,0,0.18,5.52,397.07,3,12
246,4,10,45,0,43.9,0.13,51064984,23.77,492.92,2.28,89,24.07,0,0.11,5.36,397.07,2,12
246,4,11,0,0,42.83,0.14,51064984,21.51,494.95,2.25,28,23.94,0,0.1,5.59,422.21,2,11
246,4,11,15,0,45.02,0.13,51064984,25.06,451.5,2.27,92,24.03,0,0.09,5.55,422.21,2,11
246,4,11,30,0,40.82,0.14,3525.28,22.48,455.03,2.27,88,24.17,0,0.12,5.56,397.07,2,10
246,4,11,45,0,48.73,0.12,51064984,34.09,473.35,2.69,58,24.12,0,0.09,5.54,397.07,2,10
246,4,12,0,0,46.2,0.13,912.7,33.77,479.08,2.27,22,24.09,0,0.09,5.38,422.16,2,9
246,4,12,15,0,43.9,0.13,51064984,29.25,481.02,2.25,60,24.07,0,0.08,5.61,422.21,2,8
246,4,12,30,0,43.9,0.13,51064984,21.51,488.9,2.26,60,24.02,0,0.07,5.57,422.21,2,8
246,4,12,45,0,40.82,0.14,51064984,22.16,492.92,2.25,31,24.12,0,0.11,5.45,422.21,2,7
246,4,13,0,3,38.99,0.15,51064984,22.48,499.05,2.27,39,24.02,0,0.13,5.59,422.11,1,7
246,4,13,15,0,46.2,0.13,51064984,25.06,507.43,2.27,62,24.04,0,0.12,5.54,422.21,1,6
246,4,13,30,0,45.02,0.13,51064984,31.51,503.21,2.25,90,24.12,0,0.25,5.5,422.21,1,5
246,4,13,45,0,43.9,0.13,51064984,21.51,473.35,2.33,8,24.2,0,0.19,5.43,397.12,1,5
246,4,14,0,0,35.74,0.16,51064984,23.77,505.32,2.28,6,24.17,0,0.14,5.36,422.21,1,4
246,4,14,15,0,51.54,0.11,4411.63,23.45,511.71,2.29,28,24.07,0,0.06,5.45,422.21,1,4
246,4,14,30,4,43.9,0.13,1022.48,22.16,513.87,2.46,55,24.04,0,0.17,5.53,422.16,1,3
246,4,14,45,0,48.73,0.12,51064984,21.51,522.68,2.33,31,23.98,0,0.12,5.51,422.16,1,3
246,4,15,0,0,51.54,0.11,51064984,21.83,518.24,2.27,51,24.04,0,0.08,5.59,422.06,0,2
246,4,15,15,0,43.9,0.13,51064984,31.51,503.21,2.26,94,23.95,0,0.07,5.46,447.45,0,1
246,4,15,30,0,48.73,0.12,51064984,22.16,499.05,2.54,0,23.97,0,0.14,5.58,422.21,0,1
246,4,15,45,2,47.43,0.12,51064984,20.54,516.05,2.26,12,23.96,0,0,5.62,422.16,0,0
246,4,16,0,3,47.43,0.12,51064984,22.16,488.9,2.49,69,23.96,0,0.14,5.62,422.16,0,0
246,4,16,15,0,32.95,0.18,51064984,21.51,507.43,2.28,65,24.04,0,0.14,5.25,422.21,0,13
246,4,16,30,0,53.07,0.11,51064984,31.19,501.13,2.28,32,24.12,0,0.09,5.36,422.21,0,13
246,4,16,45,0,60.11,0.1,51064984,23.77,507.43,2.69,64,24,0,0.14,5.54,397.07,0,12
246,4,17,0,2,32.95,0.18,1591.32,23.45,499.05,2.26,31,24.04,0,0.07,5.5,422.21,0,12
246,4,17,15,0,50.1,0.12,51064984,20.54,496.99,2.28,51,24.04,0,0.04,5.55,422.26,14,11
246,4,17,30,0,56.38,0.1,51064984,22.16,490.9,2.28,80,24.02,0,0.04,5.6,422.16,14,10
246,4,17,45,0,50.1,0.12,5888.81,23.77,501.13,2.28,49,24,0,0.11,5.53,422.21,14,10
246,4,18,0,0,36.5,0.16,51064984,22.16,499.05,2.28,56,23.98,0,0.07,5.5,422.21,14,9
246,4,18,15,0,41.8,0.14,612.77,23.45,494.95,2.28,69,24.05,0,0.14,5.44,422.26,14,9
246,4,18,30,0,60.11,0.1,51064984,20.87,471.46,2.29,78,24.04,0,0.11,5.45,422.26,14,8
246,4,18,45,0,60.11,0.1,51064984,20.87,488.9,2.29,90,24.04,0,0.02,5.6,422.21,14,8
246,4,19,0,0,56.38,0.1,51064984,27.64,484.93,2.29,89,24.19,0,0.15,5.57,397.07,14,7
246,4,19,15,0,38.99,0.15,51064984,34.09,490.9,2.29,1,24.32,0,0.06,5.45,397.07,13,6
246,4,19,30,0,58.19,0.1,1087.66,24.74,455.03,2.29,42,24.19,0,0.16,5.32,397.07,13,6
246,4,19,45,0,56.38,0.1,51064984,25.06,496.99,2.29,25,24.1,0,0.06,5.48,397.07,13,5
246,4,20,0,0,54.68,0.11,51064984,22.48,496.99,2.27,50,24.12,0,0.05,5.34,396.97,13,5
246,4,20,15,0,58.19,0.1,1457.01,21.19,507.43,2.29,78,24.04,0,0.14,5.37,397.02,13,4
246,4,20,30,0,53.07,0.11,51064984,21.51,496.99,2.29,22,23.96,0,0.17,5.39,422.16,13,4
246,4,20,45,0,29.99,0.19,51064984,20.54,499.05,2.29,64,24.05,0,0.08,5.37,397.07,13,3
246,4,21,0,0,66.66,0.09,51064984,30.22,511.71,2.29,48,24.09,0,0.08,5.34,397.07,13,2
246,4,21,15,0,43.9,0.13,51064984,33.77,509.57,2.28,18,23.87,0,0.09,5.39,422.21,12,2
246,4,21,30,0,62.15,0.09,51064984,22.48,503.21,2.29,19,23.84,0,0.06,5.41,422.21,12,1
246,4,21,45,0,74.73,0.08,51064984,20.54,501.13,2.29,72,23.85,0,0.1,5.58,422.01,12,1
246,4,22,0,0,77.84,0.08,51064984,20.87,520.45,2.31,14,23.8,0,0.11,5.32,397.07,12,0
246,4,22,15,0,71.84,0.08,51064984,30.87,529.45,2.37,85,23.77,0,0.05,5.33,396.82,12,14
246,4,22,30,0,81.22,0.07,51064984,21.83,531.73,2.28,62,23.73,0,0.14,5.26,396.87,12,13
246,4,22,45,0,84.9,0.07,51064984,23.12,531.73,2.72,99,23.64,0,0.11,5.52,396.82,12,13
246,4,23,0,0,66.66,0.09,51064984,26.03,541.06,2.29,6,23.62,0,0.08,5.38,396.92,12,12
246,4,23,15,0,88.9,0.07,51064984,24.09,538.7,2.52,0,23.61,0,0.07,5.49,396.97,12,11
246,4,23,30,0,77.84,0.08,51064984,32.8,541.06,2.55,14,23.75,0,0.08,5.36,396.77,11,11
246,4,23,45,0,77.84,0.08,51064984,23.45,545.83,2.32,28,23.72,0,0.08,5.49,396.82,11,10
247,5,0,0,0,66.66,0.09,51064984,28.93,538.7,2.65,6,23.79,0,0.04,5.32,397.02,11,10
247,5,0,15,0,51.54,0.11,51064984,25.7,541.06,2.39,35,23.95,0,0.06,5.35,396.87,11,9
247,5,0,30,0,62.15,0.09,51064984,22.48,543.43,2.28,25,23.85,0,0.06,5.34,397.07,11,9
247,5,0,45,0,77.84,0.08,866.04,24.09,545.83,2.74,15,23.79,0,0.05,5.45,397.02,11,8
247,5,1,0,0,62.15,0.09,51064984,34.09,536.36,2.73,2,23.8,0,0.1,5.6,396.82,11,7
247,5,1,15,0,77.84,0.08,51064984,26.03,555.58,2.75,70,23.87,0,0.04,5.35,397.07,11,7
247,5,1,30,0,93.29,0.06,51064984,22.16,518.24,2.58,38,23.7,0,0.03,5.32,397.07,10,6
247,5,1,45,0,66.66,0.09,51064984,26.35,560.56,2.31,76,23.76,0,0.06,5.2,397.12,10,6
247,5,2,0,0,62.15,0.09,51064984,24.74,555.58,2.3,81,23.71,0,0,5.28,397.02,10,5
247,5,2,15,0,69.16,0.09,1949.47,22.16,558.06,2.72,6,23.64,0,0.14,5.61,397.07,10,4
247,5,2,30,0,69.16,0.09,51064984,22.48,541.06,2.41,70,23.7,0,0.13,5.41,397.07,10,4
247,5,2,45,0,64.33,0.09,51064984,33.12,527.17,2.52,49,23.73,0,0.04,5.32,396.82,10,3
247,5,3,0,0,84.9,0.07,51064984,29.58,553.11,2.3,40,23.7,0,0.04,5.35,396.87,10,3
247,5,3,15,0,77.84,0.08,51064984,20.87,550.67,2.3,75,23.57,0,0.07,5.47,397.02,10,2
247,5,3,30,0,77.84,0.08,51064984,20.87,543.43,2.3,30,23.68,0,0.08,5.36,422.21,10,2
247,5,3,45,0,74.73,0.08,51064984,30.54,541.06,2.28,2,23.62,0,0,5.44,422.11,9,1
247,5,4,0,0,71.84,0.08,51064984,31.51,518.24,2.33,80,23.61,0,0.06,5.58,422.21,9,0
247,5,4,15,0,58.19,0.1,2512.27,23.12,505.32,2.28,56,23.67,0,0.09,5.56,421.96,9,0
247,5,4,30,0,60.11,0.1,51064984,24.09,494.95,2.28,68,23.81,0,0.1,5.66,397.07,9,14
247,5,4,45,0,54.68,0.11,1022.48,25.06,524.92,2.3,72,23.61,0,0.01,5.52,422.21,9,13
247,5,5,0,0,62.15,0.09,51064984,32.48,486.91,2.29,50,23.7,0,0.07,5.54,422.01,9,13
247,5,5,15,0,62.15,0.09,51064984,25.06,527.17,2.3,45,23.57,0,0.06,5.53,422.11,9,12
247,5,5,30,0,46.2,0.13,51064984,24.74,490.9,2.29,61,23.62,0,0.15,5.52,422.11,9,11
247,5,5,45,0,56.38,0.1,51064984,22.8,513.87,2.64,39,23.62,0,0.06,5.58,422.21,9,11
247,5,6,0,0,53.07,0.11,51064984,25.06,503.21,2.64,35,23.64,0,0.1,5.57,422.16,8,10
247,5,6,15,0,60.11,0.1,51064984,25.7,505.32,2.29,62,23.59,0,0.02,5.55,447.35,8,10
247,5,6,30,0,39.89,0.15,51064984,21.83,484.93,2.29,49,23.69,0,0.14,5.77,447.4,8,9
247,5,6,45,0,48.73,0.12,51064984,25.7,436.18,2.71,52,23.87,0,0.07,5.6,447.3,8,8
247,5,7,0,0,48.73,0.12,51064984,27.32,444.59,2.48,15,23.67,0,0.19,5.7,447.5,8,8
247,5,7,15,0,54.68,0.11,51064984,23.45,417.03,2.29,45,23.61,0,0.11,5.66,422.21,8,7
247,5,7,30,0,58.19,0.1,51064984,26.03,477.16,2.29,98,23.61,0,0.08,5.64,422.21,8,7
247,5,7,45,0,62.15,0.09,51064984,26.03,486.91,2.3,28,23.62,0,0.07,5.74,422.16,8,6
247,5,8,0,0,62.15,0.09,51064984,27,481.02,2.3,28,23.65,0,0.13,5.56,422.16,7,6
247,5,8,15,0,71.84,0.08,51064984,24.41,496.99,2.53,68,23.68,0,0.08,5.6,422.21,7,5
247,5,8,30,0,64.33,0.09,51064984,8.29,513.87,2.3,81,23.62,0,0.04,5.58,422.21,7,4
247,5,8,45,0,69.16,0.09,1087.66,0.22,524.92,2.74,48,23.7,0,0.07,5.45,422.21,7,4
247,5,9,0,0,71.84,0.08,51064984,-0.74,520.45,2.29,8,23.8,0,0.09,5.51,422.21,7,3
247,5,9,15,0,66.66,0.09,51064984,-5.9,522.68,2.29,98,23.73,0,0.13,5.67,422.21,7,3
247,5,9,30,0,66.66,0.09,51064984,-3,484.93,2.57,44,23.79,0,0.06,5.34,422.21,7,2
247,5,9,45,0,66.66,0.09,964.54,-3,531.73,2.31,38,23.82,0,0.12,5.4,422.21,7,1
247,5,10,0,0,69.16,0.09,51064984,-5.25,529.45,2.3,95,23.81,0,0.03,5.45,422.21,7,1
247,5,10,15,0,62.15,0.09,51064984,-5.9,501.13,2.3,86,23.71,0,0.15,5.28,422.21,6,0
247,5,10,30,1,69.16,0.09,51064984,3.12,543.43,2.31,18,23.78,0,0.05,5.3,422.21,6,0
247,5,10,45,0,58.19,0.1,51064984,2.16,531.73,2.31,89,23.85,0,0.1,5.4,422.16,6,13
247,5,11,0,0,66.66,0.09,1752.48,9.58,538.7,2.74,72,23.89,0,0.03,5.23,421.96,6,13
247,5,11,15,0,60.11,0.1,51064984,-7.51,531.73,2.3,69,23.96,0,0.01,5.35,447.55,6,12
247,5,11,30,245,47.43,0.12,51064984,10.87,522.68,2.28,24,24.04,0,0.07,5.62,422.21,6,12
247,5,11,45,120,69.16,0.09,51064984,12.8,543.43,2.31,56,23.97,0,0.04,5.4,397.07,6,11
247,5,12,0,5,66.66,0.09,51064984,-4.29,527.17,2.31,10,24.02,0,0.04,5.44,422.21,6,11
247,5,12,15,0,60.11,0.1,51064984,11.51,538.7,2.58,14,24.04,0,0.16,5.58,397.02,5,10
247,5,12,30,0,58.19,0.1,51064984,-4.29,520.45,2.3,98,24,0,0.14,5.51,422.21,5,9
247,5,12,45,0,69.16,0.09,51064984,-4.93,524.92,2.31,92,24.03,0,0.12,5.63,422.21,5,9
247,5,13,0,0,60.11,0.1,636.22,-8.16,520.45,2.3,95,24.03,0,0.1,5.45,422.21,5,8
247,5,13,15,0,66.66,0.09,51064984,-3.96,496.99,2.31,56,24.01,0,0.09,5.56,422.21,5,8
247,5,13,30,0,66.66,0.09,51064984,-5.9,481.02,2.29,65,23.95,0,0.12,5.63,422.21,5,7
247,5,13,45,24,88.9,0.07,3525.28,11.83,527.17,2.3,1,23.98,0,0.08,5.52,422.21,5,7
247,5,14,0,12,43.9,0.13,51064984,-3.32,527.17,2.3,19,23.87,0,0.13,5.53,422.21,5,6
247,5,14,15,54,60.11,0.1,51064984,-4.61,534.04,2.3,65,23.95,0,0.04,5.62,422.21,5,5
247,5,14,30,2,56.38,0.1,51064984,-4.61,494.95,2.54,89,24.03,0,0.08,5.59,447.55,4,5
247,5,14,45,38,48.73,0.12,51064984,6.35,520.45,2.39,64,24.17,0,0.02,5.29,447.55,4,4
247,5,15,0,0,54.68,0.11,51064984,-6.22,518.24,2.29,56,24.19,0,0.14,5.45,447.5,4,4
247,5,15,15,24,54.68,0.11,2512.27,7,511.71,2.51,0,24.2,0,0.17,5.41,447.55,4,3
247,5,15,30,18,46.2,0.13,51064984,3.12,518.24,2.3,72,24.12,0,-0.03,5.6,422.16,4,2
247,5,15,45,5,53.07,0.11,51064984,-8.16,505.32,2.3,45,24.17,0,0.09,5.53,422.21,4,2
247,5,16,0,0,54.68,0.11,3525.28,10.54,520.45,2.28,55,24.2,0,0.08,5.54,472.74,4,1
247,5,16,15,820,50.1,0.12,51064984,-6.54,496.99,2.28,24,24.26,0,0.09,5.46,447.5,4,1
247,5,16,30,2,50.1,0.12,1591.32,-9.77,492.92,2.28,88,24.26,0,0.13,5.41,447.5,4,0
247,5,16,45,324,32.95,0.18,51064984,-8.16,486.91,2.29,6,24.47,0,0.09,5.59,447.5,3,0
247,5,17,0,0,51.54,0.11,51064984,-8.48,501.13,2.58,52,24.32,0,0.09,5.32,422.16,3,13
247,5,17,15,0,48.73,0.12,51064984,0.54,471.46,2.64,40,24.44,0,0.01,5.45,422.11,3,13
247,5,17,30,0,53.07,0.11,51064984,5.06,505.32,2.3,68,24.37,0,0.05,5.53,447.45,3,12
247,5,17,45,2,51.54,0.11,51064984,-8.48,479.08,2.27,88,24.32,0,0.15,5.62,447.45,3,12
247,5,18,0,0,46.2,0.13,51064984,-8.8,486.91,2.6,42,24.29,0,0.06,5.44,422.21,3,11
247,5,18,15,0,48.73,0.12,51064984,-7.51,490.9,2.29,31,24.34,0,0.1,5.56,422.26,3,10
247,5,18,30,0,46.2,0.13,51064984,-5.58,503.21,2.28,62,24.4,0,0.08,5.41,422.11,3,10
247,5,18,44,0,48.73,0.12,51064984,-6.54,505.32,2.29,10,24.43,0,0.13,5.63,397.02,3,10
247,5,18,59,0,53.07,0.11,51064984,-6.54,505.32,2.28,82,24.31,0,0.05,5.52,397.02,-57,-50
247,5,19,14,0,56.38,0.1,51064984,-4.29,505.32,2.29,19,24.13,0,0,5.5,422.16,3,9
247,5,19,29,0,60.11,0.1,5888.81,-8.16,465.88,2.3,49,24.11,0,0.01,5.47,397.07,3,9
247,5,19,44,0,58.19,0.1,1591.32,-8.48,505.32,2.69,78,24.14,0,0.03,5.43,397.07,3,8
247,5,19,59,0,46.2,0.13,51064984,-9.12,507.43,2.3,75,24.21,0,0.08,5.47,422.16,-57,-53
247,5,20,14,0,50.1,0.12,51064984,-7.19,507.43,2.3,28,24.15,0,0.04,5.24,397.07,3,7
247,5,20,29,0,53.07,0.11,51064984,-6.54,467.73,2.3,48,24.2,0,0.05,5.41,397.02,3,6
247,5,20,44,0,48.73,0.12,51064984,-5.25,471.46,2.3,58,24.21,0,0.06,5.52,397.02,3,6
247,5,20,59,0,56.38,0.1,51064984,-6.22,496.99,2.3,6,24.12,0,0.13,5.6,422.16,-58,-55
247,5,21,14,0,56.38,0.1,51064984,-4.61,505.32,2.29,15,24.13,0,0.07,5.42,422.21,2,4
247,5,21,29,0,54.68,0.11,51064984,-6.22,465.88,2.35,94,24.1,0,0.11,5.41,397.02,2,4
247,5,21,44,0,51.54,0.11,51064984,-7.83,509.57,2.31,19,24.14,0,0.18,5.44,397.07,2,3
247,5,21,59,0,53.07,0.11,51064984,4.41,513.87,2.73,70,24.04,0,-0.07,5.43,397.07,-58,-57
247,5,22,14,0,47.43,0.12,1949.47,-5.9,518.24,2.3,2,23.89,0,0.12,5.54,397.02,2,2
247,5,22,29,0,56.38,0.1,51064984,-9.12,513.87,2.28,8,23.9,0,0.05,5.43,422.21,2,2
247,5,22,44,0,69.16,0.09,51064984,-3.96,513.87,2.3,5,23.81,0,0.04,5.54,422.21,2,1
247,5,22,59,0,62.15,0.09,51064984,9.9,516.05,2.69,12,23.73,0,0.03,5.35,422.21,-59,-45
247,5,23,14,0,69.16,0.09,51064984,-5.9,513.87,2.29,60,23.72,0,0.05,5.47,422.21,1,14
247,5,23,29,0,43.9,0.13,51064984,11.83,513.87,2.65,6,23.77,0,-0.02,5.5,396.97,1,14
247,5,23,44,0,62.15,0.09,1752.48,-9.77,520.45,2.46,65,23.71,0,0.01,5.49,422.21,1,13
247,5,23,59,0,69.16,0.09,51064984,12.16,522.68,2.55,22,23.71,0,0.15,5.52,422.21,-59,-48
248,6,0,14,0,64.33,0.09,51064984,-4.61,520.45,2.34,65,23.68,0,0.04,5.34,397.02,1,12
248,6,0,29,0,62.15,0.09,51064984,0.22,509.57,2.3,30,23.77,0,0.09,5.38,422.21,1,11
248,6,0,44,0,36.5,0.16,51064984,6.35,522.68,2.3,52,23.77,0,0.17,5.5,422.21,1,11
248,6,0,59,0,53.07,0.11,51064984,-7.83,529.45,2.67,10,23.8,0,0.1,5.39,397.02,-59,-50
248,6,1,14,0,64.33,0.09,51064984,-2.03,527.17,2.3,61,23.78,0,0.11,5.73,396.77,15,10
248,6,1,29,0,66.66,0.09,1752.48,3.77,490.9,2.44,40,23.73,0,0.09,5.63,396.62,15,9
248,6,1,44,0,62.15,0.09,51064984,1.51,541.06,2.3,75,23.71,0,0.02,5.47,396.72,15,8
248,6,1,59,0,46.2,0.13,1752.48,9.58,531.73,2.29,8,23.64,0,0.12,5.39,421.81,-45,-52
248,6,2,14,0,62.15,0.09,51064984,-4.61,527.17,2.57,81,23.69,0,0.05,5.5,421.86,15,7
248,6,2,29,0,62.15,0.09,51064984,4.41,527.17,2.3,49,23.78,0,0.06,5.65,422.21,15,7
248,6,2,44,0,64.33,0.09,51064984,-4.93,524.92,2.64,40,23.8,0,0.04,5.44,396.77,15,6
248,6,2,59,0,56.38,0.1,51064984,-7.19,516.05,2.3,72,23.69,0,0.04,5.63,422.21,-46,-55
248,6,3,14,0,58.19,0.1,51064984,-4.29,507.43,2.3,10,23.76,0,0.04,5.42,421.91,14,5
248,6,3,29,0,64.33,0.09,1591.32,12.8,524.92,2.74,64,23.84,0,0.04,5.63,422.21,14,4
248,6,3,44,0,66.66,0.09,51064984,-5.9,511.71,2.28,18,23.77,0,0.09,5.6,396.97,14,4
248,6,3,59,0,66.66,0.09,51064984,-8.48,524.92,2.3,45,23.7,0,0.11,5.57,422.21,-46,-57
248,6,4,14,0,71.84,0.08,51064984,12.16,522.68,2.29,32,23.73,0,0.09,5.34,421.91,14,2
248,6,4,29,0,66.66,0.09,51064984,-6.87,516.05,2.29,28,23.79,0,0.09,5.45,421.76,14,2
248,6,4,44,0,62.15,0.09,51064984,1.83,513.87,2.28,10,23.72,0,0.07,5.32,421.86,14,1
248,6,4,59,0,64.33,0.09,1087.66,-4.93,522.68,2.69,15,23.73,0,0.08,5.26,421.81,-46,-59
248,6,5,14,0,62.15,0.09,51064984,14.74,529.45,2.67,45,23.77,0,0.14,5.5,422.01,13,15
248,6,5,29,0,62.15,0.09,51064984,-3.96,527.17,2.32,6,23.77,0,0.02,5.52,396.67,13,14
248,6,5,44,0,64.33,0.09,51064984,-4.61,503.21,2.69,95,23.7,0,0.05,5.58,422.06,13,13
248,6,5,59,0,60.11,0.1,51064984,-7.51,513.87,2.71,56,23.71,0,0.04,5.3,422.11,-47,-47
248,6,6,14,0,62.15,0.09,51064984,-3.64,529.45,2.3,31,23.75,0,0.19,5.6,422.21,13,12
248,6,6,29,0,42.83,0.14,51064984,-8.16,522.68,2.29,94,23.76,0,0.11,5.26,422.01,13,12
248,6,6,44,0,66.66,0.09,51064984,-6.54,520.45,2.29,89,23.76,0,0.04,5.47,422.11,13,11
248,6,6,59,0,66.66,0.09,501.03,-8.8,509.57,2.43,22,23.7,0,0.05,5.54,422.21,-47,-49
248,6,7,14,0,46.2,0.13,51064984,-2.67,496.99,2.28,28,23.78,0,0.07,5.61,421.96,12,10
248,6,7,29,0,69.16,0.09,51064984,-3.32,492.92,2.3,40,23.75,0,0.13,5.54,421.86,12,9
248,6,7,44,0,64.33,0.09,51064984,-4.29,509.57,2.34,32,23.75,0,0.16,5.6,421.91,12,9
248,6,7,59,0,56.38,0.1,51064984,5.38,511.71,2.35,89,23.79,0,0.04,5.55,421.96,-48,-52
248,6,8,14,0,32.32,0.18,51064984,1.83,481.02,2.29,56,23.8,0,0.01,5.5,422.01,12,8
248,6,8,29,0,58.19,0.1,51064984,-5.25,520.45,2.29,12,23.79,0,0.08,5.36,396.82,12,7
248,6,8,44,0,54.68,0.11,51064984,-4.93,522.68,2.3,92,23.77,0,0.09,5.4,396.97,12,6
248,6,8,59,0,50.1,0.12,51064984,11.83,536.36,2.28,14,23.8,0,0.06,5.29,422.11,-48,-54
248,6,9,14,0,39.89,0.15,51064984,-4.93,524.92,2.28,8,23.79,0,0.13,5.43,396.82,12,5
248,6,9,29,0,40.82,0.14,51064984,-8.16,536.36,2.29,25,23.81,0,0.15,5.33,396.82,11,5
248,6,9,44,0,46.2,0.13,51064984,-7.51,536.36,2.29,74,23.79,0,0.12,5.64,396.92,11,4
248,6,9,59,0,46.2,0.13,51064984,-7.83,484.93,2.34,0,23.81,0,0.14,5.57,397.12,-49,-56
248,6,10,14,0,45.02,0.13,51064984,-3.64,503.21,2.3,61,23.81,0,0.09,5.56,396.97,11,3
248,6,10,29,0,38.99,0.15,51064984,13.77,492.92,2.6,76,23.76,0,0.16,5.49,422.21,11,2
248,6,10,44,0,41.8,0.14,51064984,-5.25,536.36,2.38,32,23.75,0,0.13,5.67,396.72,11,2
248,6,10,59,0,43.9,0.13,51064984,-6.87,516.05,2.29,88,23.62,0,0.04,5.39,396.72,-49,-59
